id, plugin, channels, irlen, spl, measure, screenshot, X, time, elapsed, remaining
1, new, 16, 100ms, 1024, 1, Screenshot (168).png, 36.3, 0:08, elapsed:, remaining:
1, new, 16, 100ms, 1024, 2, Screenshot (169).png, 36.7, 0:16, elapsed:, remaining:
1, old, 16, 100ms, 1024, 1, Screenshot (170).png, 25.0, 0:24, elapsed:, remaining:
1, old, 16, 100ms, 1024, 2, Screenshot (171).png, 23.6, 0:25, elapsed:, remaining:
2, new, 16, 200ms, 1024, 1, Screenshot (172).png, 32.5, 0:09, elapsed:, remaining:
2, new, 16, 200ms, 1024, 2, Screenshot (173).png, 32.1, 0:09, elapsed:, remaining:
2, old, 16, 200ms, 1024, 1, Screenshot (174).png, 18.8, 0:15, elapsed:, remaining:
2, old, 16, 200ms, 1024, 2, Screenshot (175).png, 18.8, 0:15, elapsed:, remaining:
3, new, 16, 500ms, 1024, 1, Screenshot (176).png, 24.2, 0:12, elapsed:, remaining:
3, new, 16, 500ms, 1024, 2, Screenshot (177).png, 23.7, 0:12, elapsed:, remaining:
3, old, 16, 500ms, 1024, 1, Screenshot (178).png, 11.2, 0:26, elapsed:, remaining:
3, old, 16, 500ms, 1024, 2, Screenshot (179).png, 11.4, 0:26, elapsed:, remaining:
4, new, 16, 1s, 1024, 1, Screenshot (180).png, 15.2, 0:19, elapsed:, remaining:
4, new, 16, 1s, 1024, 2, Screenshot (181).png, 15.3, 0:19, elapsed:, remaining:
4, old, 16, 1s, 1024, 1, Screenshot (182).png, 6.8, 0:43, elapsed:, remaining:
4, old, 16, 1s, 1024, 2, Screenshot (183).png, 6.8, 0:43, elapsed:, remaining:
5, new, 16, 2s, 1024, 1, Screenshot (184).png, 6.8, 0:43, elapsed:, remaining:
5, new, 16, 2s, 1024, 2, Screenshot (185).png, 6.9, 0:43, elapsed:, remaining:
5, old, 16, 2s, 1024, 1, Screenshot (186).png, 3.7, 0:16, elapsed:, remaining:
5, old, 16, 2s, 1024, 2, Screenshot (187).png, 3.6, 0:16, elapsed:, remaining:
6, new, 16, 5s, 1024, 1, Screenshot (188).png, 1.6, 0:37, elapsed:, remaining:
6, new, 16, 5s, 1024, 2, Screenshot (189).png, 1.6, 0:38, elapsed:, remaining:
6, old, 16, 5s, 1024, 1, Screenshot (190).png, 1.5, 0:19, elapsed:, remaining:
6, old, 16, 5s, 1024, 2, Screenshot (191).png, 1.5, 0:19, elapsed:, remaining:
7, new, 16, 10s, 1024, 1, Screenshot (192).png, 0.4, 1:07, elapsed:, remaining:
7, new, 16, 10s, 1024, 2, Screenshot (193).png, 0.4, 1:07, elapsed:, remaining:
7, old, 16, 10s, 1024, 1, Screenshot (194).png, 0.7, 0:42, elapsed:, remaining:
7, old, 16, 10s, 1024, 2, Screenshot (195).png, 0.7, 0:43, elapsed:, remaining:
8, new, 36, 100ms, 1024, 1, Screenshot (196).png, 17.3, 0:17, elapsed:, remaining:
8, new, 36, 100ms, 1024, 2, Screenshot (197).png, 17.0, 0:17, elapsed:, remaining:
8, old, 36, 100ms, 1024, 1, Screenshot (198).png, 12.5, 0:24, elapsed:, remaining:
8, old, 36, 100ms, 1024, 2, Screenshot (199).png, 12.5, 0:24, elapsed:, remaining:
9, new, 36, 200ms, 1024, 1, Screenshot (200).png, 15.3, 0:19, elapsed:, remaining:
9, new, 36, 200ms, 1024, 2, Screenshot (201).png, 15.2, 0:19, elapsed:, remaining:
9, old, 36, 200ms, 1024, 1, Screenshot (202).png, 9.2, 0:32, elapsed:, remaining:
9, old, 36, 200ms, 1024, 2, Screenshot (203).png, 9.2, 0:32, elapsed:, remaining:
10, new, 36, 500ms, 1024, 1, Screenshot (204).png, 10.7, 0:28, elapsed:, remaining:
10, new, 36, 500ms, 1024, 2, Screenshot (205).png, 10.7, 0:27, elapsed:, remaining:
10, old, 36, 500ms, 1024, 1, Screenshot (206).png, 5.1, 0:58, elapsed:, remaining:
10, old, 36, 500ms, 1024, 2, Screenshot (207).png, 5.2, 0:57, elapsed:, remaining:
11, new, 36, 1s, 1024, 1, Screenshot (208).png, 5.9, 0:10, elapsed:, remaining:
11, new, 36, 1s, 1024, 2, Screenshot (209).png, 6.1, 0:49, elapsed:, remaining:
11, old, 36, 1s, 1024, 1, Screenshot (210).png, 3.0, 0:19, elapsed:, remaining:
11, old, 36, 1s, 1024, 2, Screenshot (211).png, 3.1, 0:19, elapsed:, remaining:
12, new, 36, 2s, 1024, 1, Screenshot (212).png, 2.7, 0:11, elapsed:, remaining:
12, new, 36, 2s, 1024, 2, Screenshot (213).png, 2.7, 0:11, elapsed:, remaining:
12, old, 36, 2s, 1024, 1, Screenshot (214).png, 1.6, 0:18, elapsed:, remaining:
12, old, 36, 2s, 1024, 2, Screenshot (215).png, 1.6, 0:18, elapsed:, remaining:
13, new, 36, 5s, 1024, 1, Screenshot (216).png, 0.7, 0:44, elapsed:, remaining:
13, new, 36, 5s, 1024, 2, Screenshot (217).png, 0.7, 0:45, elapsed:, remaining:
13, old, 36, 5s, 1024, 1, Screenshot (218).png, 0.7, 0:42, elapsed:, remaining:
13, old, 36, 5s, 1024, 2, Screenshot (219).png, 0.7, 0:42, elapsed:, remaining:
14, new, 36, 10s, 1024, 1, Screenshot (220).png, 0.2, 2:37, elapsed:, remaining:
14, new, 36, 10s, 1024, 2, Screenshot (221).png, 0.2, 2:37, elapsed:, remaining:
14, old, 36, 10s, 1024, 1, Screenshot (222).png, 0.3, 1:31, elapsed:, remaining:
14, old, 36, 10s, 1024, 2, Screenshot (223).png, 0.3, 1:31, elapsed:, remaining:
15, new, 64, 100ms, 1024, 1, Screenshot (224).png, 8.6, 0:34, elapsed:, remaining:
15, new, 64, 100ms, 1024, 2, Screenshot (225).png, 8.4, 0:07, elapsed:, remaining:
15, old, 64, 100ms, 1024, 1, Screenshot (226).png, 6.8, 0:44, elapsed:, remaining:
15, old, 64, 100ms, 1024, 2, Screenshot (227).png, 6.7, 0:44, elapsed:, remaining:
16, new, 64, 200ms, 1024, 1, Screenshot (228).png, 7.6, 0:39, elapsed:, remaining:
16, new, 64, 200ms, 1024, 2, Screenshot (229).png, 7.6, 0:39, elapsed:, remaining:
16, old, 64, 200ms, 1024, 1, Screenshot (230).png, 5.0, 1:00, elapsed:, remaining:
16, old, 64, 200ms, 1024, 2, Screenshot (231).png, 5.0, 1:00, elapsed:, remaining:
17, new, 64, 500ms, 1024, 1, Screenshot (232).png, 5.3, 0:11, elapsed:, remaining:
17, new, 64, 500ms, 1024, 2, Screenshot (233).png, 5.2, 0:11, elapsed:, remaining:
17, old, 64, 500ms, 1024, 1, Screenshot (234).png, 2.9, 0:20, elapsed:, remaining:
17, old, 64, 500ms, 1024, 2, Screenshot (235).png, 2.9, 0:20, elapsed:, remaining:
18, new, 64, 1s, 1024, 1, Screenshot (236).png, 3.0, 0:19, elapsed:, remaining:
18, new, 64, 1s, 1024, 2, Screenshot (237).png, 3.0, 0:19, elapsed:, remaining:
18, old, 64, 1s, 1024, 1, Screenshot (238).png, 1.7, 0:35, elapsed:, remaining:
18, old, 64, 1s, 1024, 2, Screenshot (239).png, 1.7, 0:35:, elapsed:, remaining:
19, new, 64, 2s, 1024, 1, Screenshot (240).png, 1.4, 0:20, elapsed:, remaining:
19, new, 64, 2s, 1024, 2, Screenshot (241).png, 1.4, 0:20:, elapsed:, remaining:
19, old, 64, 2s, 1024, 1, Screenshot (242).png, 0.9, 0:32, elapsed:, remaining:
19, old, 64, 2s, 1024, 2, Screenshot (243).png, 0.9, 0:32, elapsed:, remaining:
20, new, 64, 5s, 1024, 1, Screenshot (244).png, 0.4, 1:21, elapsed:, remaining:
20, new, 64, 5s, 1024, 2, Screenshot (245).png, 0.4, 1:21, elapsed:, remaining:
20, old, 64, 5s, 1024, 1, Screenshot (246).png, 0.4, 1:17, elapsed:, remaining:
20, old, 64, 5s, 1024, 2, Screenshot (247).png, 0.4, 1:17, elapsed:, remaining:
21, new, 64, 10s, 1024, 1, Screenshot (248).png, 0.1, 4:41, elapsed:, remaining:
21, new, 64, 10s, 1024, 2, Screenshot (249).png, 0.1, 4:41, elapsed:, remaining:
21, old, 64, 10s, 1024, 1, Screenshot (250).png, 0.2, 2:46, elapsed:, remaining:
21, old, 64, 10s, 1024, 2, Screenshot (251).png, 0.2, 2:46, elapsed:, remaining:
